,lambd,p,nnz,k
176,0.125,32,,1.0
177,0.125,29,,0.0
178,0.125,27,,0.0
179,0.125,44,,18.0
180,0.125,36,,0.0
181,0.125,30,,1.0
182,0.125,24,,6.0
183,0.125,37,,36.0
184,0.125,26,,16.0
185,0.125,24,,0.0
186,0.125,17,,0.0
187,0.125,25,,13.0
188,0.125,18,,0.0
189,0.125,35,,10.0
190,0.125,37,,18.0
191,0.125,20,,12.0
192,0.125,27,,22.0
193,0.125,20,,12.0
194,0.125,26,,0.0
195,0.125,29,,24.0
196,0.125,28,,25.0
197,0.125,31,,31.0
198,0.125,30,,0.0
199,0.125,28,,28.0
200,0.125,22,,16.0
201,0.125,27,,23.0
202,0.125,35,,31.0
203,0.125,29,,0.0
204,0.125,20,,1.0
205,0.125,48,,12.0
206,0.125,33,,33.0
207,0.125,17,,0.0
208,0.125,42,,15.0
209,0.125,33,,33.0
210,0.125,34,,11.0
211,0.125,39,,12.0
212,0.125,33,,31.0
213,0.125,27,,0.0
214,0.125,12,,12.0
215,0.125,26,,0.0
216,0.125,38,,18.0
217,0.125,28,,19.0
218,0.125,31,,28.0
219,0.125,27,,27.0
220,0.125,49,,8.0
221,0.125,32,,2.0
222,0.125,16,,10.0
223,0.125,42,,12.0
224,0.125,24,,0.0
225,0.125,34,,34.0
226,0.125,34,,0.0
227,0.125,18,,18.0
228,0.125,36,,36.0
229,0.125,26,,0.0
230,0.125,23,,13.0
231,0.125,36,,36.0
232,0.125,28,,15.0
233,0.125,27,,0.0
234,0.125,31,,12.0
235,0.125,28,,0.0
236,0.125,25,,3.0
237,0.125,29,,0.0
238,0.125,28,,0.0
239,0.125,34,,0.0
240,0.125,43,,18.0
241,0.125,30,,19.0
242,0.125,28,,28.0
243,0.125,27,,7.0
244,0.125,31,,0.0
245,0.125,35,,0.0
246,0.125,29,,17.0
247,0.125,37,,12.0
248,0.125,25,,1.0
249,0.125,33,,33.0
250,0.125,30,,27.0
251,0.125,38,,1.0
252,0.125,28,,21.0
253,0.125,32,,29.0
254,0.125,17,,1.0
255,0.125,26,,0.0
256,0.125,31,,19.0
257,0.125,32,,17.0
258,0.125,37,,37.0
259,0.125,25,,0.0
260,0.125,30,,15.0
261,0.125,37,,0.0
262,0.125,33,,33.0
263,0.125,37,,0.0
264,0.125,39,,39.0
265,0.125,38,,38.0
266,0.125,25,,0.0
267,0.125,37,,19.0
268,0.125,29,,0.0
269,0.125,25,,11.0
270,0.125,21,,0.0
271,0.125,34,,34.0
272,0.125,32,,9.0
273,0.125,34,,4.0
274,0.125,21,,5.0
275,0.125,18,,0.0
276,0.125,32,,32.0
277,0.125,12,,0.0
278,0.125,18,,0.0
279,0.125,29,,7.0
280,0.125,21,,1.0
281,0.125,31,,18.0
282,0.125,28,,0.0
283,0.125,24,,17.0
284,0.125,28,,15.0
285,0.125,30,,23.0
286,0.125,38,,38.0
287,0.125,27,,27.0
288,0.125,35,,0.0
289,0.125,34,,1.0
290,0.125,23,,17.0
291,0.125,37,,0.0
292,0.125,44,,0.0
293,0.125,19,,0.0
294,0.125,32,,0.0
295,0.125,36,,0.0
296,0.125,41,,11.0
297,0.125,46,,1.0
298,0.125,32,,0.0
299,0.125,27,,3.0
300,0.125,23,,23.0
301,0.125,50,,23.0
302,0.125,35,,11.0
303,0.125,42,,13.0
304,0.125,21,,9.0
305,0.125,28,,15.0
306,0.125,19,,0.0
307,0.125,19,,19.0
308,0.125,37,,14.0
309,0.125,17,,1.0
310,0.125,49,,0.0
311,0.125,35,,28.0
312,0.125,30,,0.0
313,0.125,22,,9.0
314,0.125,28,,22.0
315,0.125,23,,0.0
316,0.125,28,,14.0
317,0.125,47,,0.0
318,0.125,20,,0.0
319,0.125,22,,0.0
320,0.125,34,,0.0
321,0.125,21,,1.0
322,0.125,35,,12.0
323,0.125,26,,18.0
324,0.125,19,,0.0
325,0.125,26,,0.0
326,0.125,30,,30.0
327,0.125,31,,11.0
328,0.125,34,,0.0
329,0.125,27,,27.0
330,0.125,39,,30.0
331,0.125,35,,35.0
332,0.125,32,,32.0
333,0.125,40,,22.0
334,0.125,25,,3.0
335,0.125,19,,0.0
336,0.125,27,,0.0
337,0.125,19,,18.0
338,0.125,37,,37.0
339,0.125,41,,41.0
340,0.125,33,,4.0
341,0.125,32,,30.0
342,0.125,21,,2.0
343,0.125,40,,20.0
344,0.125,32,,29.0
345,0.125,40,,40.0
346,0.125,32,,8.0
347,0.125,29,,20.0
348,0.125,27,,2.0
349,0.125,40,,40.0
350,0.125,27,,27.0
351,0.125,42,,0.0
352,0.125,22,,0.0
353,0.125,42,,32.0
354,0.125,29,,23.0
355,0.125,33,,3.0
356,0.125,13,,1.0
357,0.125,28,,0.0
358,0.125,33,,14.0
359,0.125,34,,34.0
360,0.125,9,,0.0
361,0.125,28,,0.0
362,0.125,12,,0.0
363,0.125,19,,0.0
364,0.125,26,,10.0
365,0.125,33,,2.0
366,0.125,27,,27.0
367,0.125,33,,0.0
368,0.125,33,,15.0
369,0.125,33,,1.0
370,0.125,35,,1.0
371,0.125,22,,22.0
372,0.125,16,,16.0
373,0.125,27,,14.0
374,0.125,36,,36.0
375,0.125,39,,27.0
376,0.125,46,,26.0
377,0.125,33,,25.0
378,0.125,33,,0.0
379,0.125,32,,0.0
380,0.125,27,,0.0
381,0.125,25,,0.0
382,0.125,33,,33.0
383,0.125,40,,0.0
384,0.125,33,,0.0
385,0.125,32,,12.0
386,0.125,25,,1.0
387,0.125,40,,27.0
388,0.125,17,,0.0
389,0.125,33,,0.0
390,0.125,39,,1.0
391,0.125,27,,1.0
392,0.125,23,,17.0
393,0.125,32,,3.0
394,0.125,25,,21.0
395,0.125,43,,0.0
396,0.125,30,,8.0
397,0.125,28,,0.0
398,0.125,19,,2.0
399,0.125,26,,26.0
400,0.125,32,,0.0
401,0.125,12,,0.0
402,0.125,14,,3.0
403,0.125,8,,0.0
404,0.125,27,,5.0
405,0.125,32,,0.0
406,0.125,34,,24.0
407,0.125,29,,0.0
408,0.125,23,,0.0
409,0.125,23,,2.0
410,0.125,46,,1.0
411,0.125,44,,0.0
412,0.125,29,,21.0
413,0.125,31,,8.0
414,0.125,35,,15.0
415,0.125,32,,13.0
416,0.125,32,,10.0
417,0.125,25,,25.0
418,0.125,33,,23.0
419,0.125,40,,34.0
420,0.125,26,,14.0
421,0.125,27,,21.0
422,0.125,35,,13.0
423,0.125,18,,1.0
424,0.125,22,,0.0
425,0.125,32,,0.0
426,0.125,31,,0.0
427,0.125,36,,0.0
428,0.125,24,,12.0
429,0.125,29,,15.0
430,0.125,18,,0.0
431,0.125,15,,9.0
432,0.125,23,,1.0
433,0.125,36,,0.0
434,0.125,26,,20.0
435,0.125,22,,1.0
436,0.125,28,,1.0
437,0.125,26,,0.0
438,0.125,39,,39.0
439,0.125,27,,16.0
440,0.125,13,,0.0
441,0.125,31,,0.0
442,0.125,30,,12.0
443,0.125,36,,33.0
444,0.125,39,,39.0
445,0.125,26,,19.0
446,0.125,29,,0.0
447,0.125,37,,37.0
448,0.125,29,,29.0
449,0.125,29,,29.0
450,0.125,39,,1.0
451,0.125,26,,1.0
452,0.125,23,,23.0
453,0.125,33,,14.0
454,0.125,32,,25.0
455,0.125,37,,1.0
456,0.125,30,,0.0
457,0.125,17,,1.0
458,0.125,21,,11.0
459,0.125,30,,8.0
460,0.125,33,,33.0
461,0.125,29,,29.0
462,0.125,36,,24.0
463,0.125,22,,0.0
464,0.125,34,,26.0
465,0.125,31,,10.0
466,0.125,35,,0.0
467,0.125,29,,0.0
468,0.125,14,,0.0
469,0.125,45,,0.0
470,0.125,17,,0.0
471,0.125,31,,26.0
472,0.125,39,,39.0
473,0.125,41,,25.0
474,0.125,14,,0.0
475,0.125,27,,21.0
476,0.125,32,,18.0
477,0.125,38,,30.0
478,0.125,27,,4.0
479,0.125,28,,20.0
480,0.125,36,,2.0
481,0.125,38,,38.0
482,0.125,26,,26.0
483,0.125,23,,0.0
484,0.125,18,,0.0
485,0.125,27,,0.0
486,0.125,35,,0.0
487,0.125,28,,0.0
488,0.125,25,,3.0
489,0.125,32,,0.0
490,0.125,23,,0.0
491,0.125,23,,1.0
492,0.125,34,,29.0
493,0.125,43,,43.0
494,0.125,37,,37.0
495,0.125,48,,1.0
496,0.125,39,,39.0
497,0.125,28,,0.0
498,0.125,36,,31.0
499,0.125,31,,10.0
