,lambd,p,nnz,k
306,0.5,64,,21.0
307,0.5,64,,32.0
308,0.5,64,,36.0
309,0.5,64,,64.0
310,0.5,64,,64.0
311,0.5,64,,38.0
312,0.5,64,,21.0
313,0.5,64,,45.0
314,0.5,64,,64.0
315,0.5,64,,64.0
316,0.5,64,,24.0
317,0.5,64,,37.0
318,0.5,64,,64.0
319,0.5,64,,64.0
320,0.5,64,,64.0
321,0.5,64,,37.0
322,0.5,64,,25.0
323,0.5,64,,17.0
324,0.5,64,,50.0
325,0.5,64,,23.0
326,0.5,64,,51.0
327,0.5,64,,64.0
328,0.5,64,,6.0
329,0.5,64,,39.0
330,0.5,64,,64.0
331,0.5,64,,64.0
332,0.5,64,,38.0
333,0.5,64,,54.0
334,0.5,64,,39.0
335,0.5,64,,64.0
336,0.5,64,,64.0
337,0.5,64,,64.0
338,0.5,64,,64.0
339,0.5,64,,64.0
340,0.5,64,,64.0
341,0.5,64,,64.0
342,0.5,64,,64.0
343,0.5,64,,64.0
344,0.5,64,,53.0
345,0.5,64,,36.0
346,0.5,64,,35.0
347,0.5,64,,40.0
348,0.5,64,,26.0
349,0.5,64,,64.0
350,0.5,64,,64.0
351,0.5,64,,64.0
352,0.5,64,,64.0
353,0.5,64,,46.0
354,0.5,64,,12.0
355,0.5,64,,60.0
356,0.5,64,,64.0
357,0.5,64,,64.0
358,0.5,64,,51.0
359,0.5,64,,8.0
360,0.5,64,,64.0
361,0.5,64,,64.0
362,0.5,64,,64.0
363,0.5,64,,64.0
364,0.5,64,,64.0
365,0.5,64,,64.0
366,0.5,64,,37.0
367,0.5,64,,64.0
368,0.5,64,,9.0
369,0.5,64,,64.0
370,0.5,64,,64.0
371,0.5,64,,39.0
372,0.5,64,,64.0
373,0.5,64,,64.0
374,0.5,64,,37.0
375,0.5,64,,64.0
376,0.5,64,,53.0
377,0.5,64,,64.0
378,0.5,64,,64.0
379,0.5,64,,42.0
380,0.5,64,,64.0
381,0.5,64,,64.0
382,0.5,64,,64.0
383,0.5,64,,17.0
384,0.5,64,,64.0
385,0.5,64,,33.0
386,0.5,64,,64.0
387,0.5,64,,64.0
388,0.5,64,,64.0
389,0.5,64,,64.0
390,0.5,64,,64.0
391,0.5,64,,33.0
392,0.5,64,,42.0
393,0.5,64,,64.0
394,0.5,64,,64.0
395,0.5,64,,22.0
396,0.5,64,,64.0
397,0.5,64,,64.0
398,0.5,64,,61.0
399,0.5,64,,54.0
400,0.5,64,,64.0
401,0.5,64,,33.0
402,0.5,64,,19.0
403,0.5,64,,64.0
404,0.5,64,,64.0
405,0.5,64,,64.0
406,0.5,64,,64.0
407,0.5,64,,64.0
408,0.5,64,,64.0
409,0.5,64,,64.0
410,0.5,64,,64.0
411,0.5,64,,64.0
412,0.5,64,,64.0
413,0.5,64,,64.0
414,0.5,64,,64.0
415,0.5,64,,8.0
416,0.5,64,,64.0
417,0.5,64,,64.0
418,0.5,64,,36.0
419,0.5,64,,15.0
420,0.5,64,,27.0
421,0.5,64,,64.0
422,0.5,64,,49.0
423,0.5,64,,41.0
424,0.5,64,,64.0
425,0.5,64,,64.0
426,0.5,64,,41.0
427,0.5,64,,64.0
428,0.5,64,,44.0
429,0.5,64,,34.0
430,0.5,64,,64.0
431,0.5,64,,47.0
432,0.5,64,,61.0
433,0.5,64,,64.0
434,0.5,64,,64.0
435,0.5,64,,8.0
436,0.5,64,,64.0
437,0.5,64,,64.0
438,0.5,64,,64.0
439,0.5,64,,64.0
440,0.5,64,,64.0
441,0.5,64,,62.0
442,0.5,64,,64.0
443,0.5,64,,64.0
444,0.5,64,,64.0
445,0.5,64,,64.0
446,0.5,64,,52.0
447,0.5,64,,64.0
448,0.5,64,,58.0
449,0.5,64,,20.0
450,0.5,64,,64.0
451,0.5,64,,64.0
452,0.5,64,,64.0
453,0.5,64,,64.0
454,0.5,64,,51.0
455,0.5,64,,64.0
456,0.5,64,,26.0
457,0.5,64,,64.0
458,0.5,64,,64.0
459,0.5,64,,64.0
460,0.5,64,,61.0
461,0.5,64,,37.0
462,0.5,64,,64.0
463,0.5,64,,64.0
464,0.5,64,,51.0
465,0.5,64,,28.0
466,0.5,64,,64.0
467,0.5,64,,64.0
468,0.5,64,,64.0
469,0.5,64,,64.0
470,0.5,64,,40.0
471,0.5,64,,52.0
472,0.5,64,,64.0
473,0.5,64,,64.0
474,0.5,64,,64.0
475,0.5,64,,23.0
476,0.5,64,,64.0
477,0.5,64,,64.0
478,0.5,64,,57.0
479,0.5,64,,64.0
480,0.5,64,,64.0
481,0.5,64,,39.0
482,0.5,64,,64.0
483,0.5,64,,64.0
484,0.5,64,,64.0
485,0.5,64,,64.0
486,0.5,64,,64.0
487,0.5,64,,38.0
488,0.5,64,,64.0
489,0.5,64,,64.0
490,0.5,64,,62.0
491,0.5,64,,64.0
492,0.5,64,,34.0
493,0.5,64,,64.0
494,0.5,64,,45.0
495,0.5,64,,64.0
496,0.5,64,,64.0
497,0.5,64,,64.0
498,0.5,64,,64.0
499,0.5,64,,36.0
