,lambd,p,nnz,k
104,0.125,24,,2.0
105,0.125,32,,30.0
106,0.125,54,,54.0
107,0.125,25,,0.0
108,0.125,28,,19.0
109,0.125,31,,0.0
110,0.125,32,,32.0
111,0.125,34,,0.0
112,0.125,33,,33.0
113,0.125,25,,24.0
114,0.125,31,,4.0
115,0.125,20,,7.0
116,0.125,19,,0.0
117,0.125,29,,29.0
118,0.125,21,,21.0
119,0.125,41,,41.0
120,0.125,29,,28.0
121,0.125,19,,0.0
122,0.125,29,,29.0
123,0.125,34,,4.0
124,0.125,30,,3.0
125,0.125,33,,33.0
126,0.125,31,,11.0
127,0.125,23,,0.0
128,0.125,44,,13.0
129,0.125,23,,13.0
130,0.125,25,,10.0
131,0.125,29,,29.0
132,0.125,34,,13.0
133,0.125,31,,27.0
134,0.125,38,,0.0
135,0.125,12,,0.0
136,0.125,23,,0.0
137,0.125,29,,15.0
138,0.125,24,,1.0
139,0.125,33,,11.0
140,0.125,27,,0.0
141,0.125,7,,0.0
142,0.125,41,,0.0
143,0.125,36,,10.0
144,0.125,27,,15.0
145,0.125,17,,17.0
146,0.125,34,,12.0
147,0.125,29,,1.0
148,0.125,22,,0.0
149,0.125,57,,42.0
150,0.125,29,,0.0
151,0.125,37,,28.0
152,0.125,27,,1.0
153,0.125,31,,0.0
154,0.125,28,,0.0
155,0.125,30,,1.0
156,0.125,18,,0.0
157,0.125,35,,35.0
158,0.125,36,,0.0
159,0.125,34,,0.0
160,0.125,35,,23.0
161,0.125,30,,2.0
162,0.125,24,,24.0
163,0.125,15,,0.0
164,0.125,40,,1.0
165,0.125,32,,0.0
166,0.125,31,,7.0
167,0.125,29,,0.0
168,0.125,25,,0.0
169,0.125,26,,10.0
170,0.125,28,,28.0
171,0.125,32,,12.0
172,0.125,31,,0.0
173,0.125,28,,19.0
174,0.125,24,,1.0
175,0.125,36,,36.0
176,0.125,32,,32.0
177,0.125,29,,7.0
178,0.125,27,,18.0
179,0.125,44,,26.0
180,0.125,36,,0.0
181,0.125,30,,30.0
182,0.125,24,,0.0
183,0.125,37,,0.0
184,0.125,26,,18.0
185,0.125,24,,0.0
186,0.125,17,,0.0
187,0.125,25,,0.0
188,0.125,18,,0.0
189,0.125,35,,9.0
190,0.125,37,,10.0
191,0.125,20,,0.0
192,0.125,27,,3.0
193,0.125,20,,9.0
194,0.125,26,,0.0
195,0.125,29,,17.0
196,0.125,28,,15.0
197,0.125,31,,1.0
198,0.125,30,,8.0
199,0.125,28,,1.0
200,0.125,22,,11.0
201,0.125,27,,24.0
202,0.125,35,,27.0
203,0.125,29,,3.0
204,0.125,20,,20.0
205,0.125,48,,16.0
206,0.125,33,,33.0
207,0.125,17,,0.0
208,0.125,42,,38.0
209,0.125,33,,33.0
210,0.125,34,,28.0
211,0.125,39,,0.0
212,0.125,33,,13.0
213,0.125,27,,0.0
214,0.125,12,,1.0
215,0.125,26,,0.0
216,0.125,38,,0.0
217,0.125,28,,0.0
218,0.125,31,,19.0
219,0.125,27,,18.0
220,0.125,49,,14.0
221,0.125,32,,2.0
222,0.125,16,,16.0
223,0.125,42,,42.0
224,0.125,24,,0.0
225,0.125,34,,34.0
226,0.125,34,,0.0
227,0.125,18,,18.0
228,0.125,36,,36.0
229,0.125,26,,0.0
230,0.125,23,,0.0
231,0.125,36,,36.0
232,0.125,28,,10.0
233,0.125,27,,3.0
234,0.125,31,,12.0
235,0.125,28,,13.0
236,0.125,25,,3.0
237,0.125,29,,0.0
238,0.125,28,,0.0
239,0.125,34,,4.0
240,0.125,43,,0.0
241,0.125,30,,20.0
242,0.125,28,,1.0
243,0.125,27,,7.0
244,0.125,31,,4.0
245,0.125,35,,0.0
246,0.125,29,,0.0
247,0.125,37,,17.0
248,0.125,25,,1.0
249,0.125,33,,33.0
250,0.125,30,,21.0
251,0.125,38,,38.0
252,0.125,28,,8.0
253,0.125,32,,15.0
254,0.125,17,,12.0
255,0.125,26,,0.0
256,0.125,31,,8.0
257,0.125,32,,11.0
258,0.125,37,,37.0
259,0.125,25,,6.0
260,0.125,30,,9.0
261,0.125,37,,0.0
262,0.125,33,,33.0
263,0.125,37,,0.0
264,0.125,39,,39.0
265,0.125,38,,27.0
266,0.125,25,,3.0
267,0.125,37,,10.0
268,0.125,29,,0.0
269,0.125,25,,0.0
270,0.125,21,,0.0
271,0.125,34,,1.0
272,0.125,32,,20.0
273,0.125,34,,0.0
274,0.125,21,,0.0
275,0.125,18,,0.0
276,0.125,32,,32.0
277,0.125,12,,0.0
278,0.125,18,,0.0
279,0.125,29,,15.0
280,0.125,21,,1.0
281,0.125,31,,0.0
282,0.125,28,,16.0
283,0.125,24,,24.0
284,0.125,28,,28.0
285,0.125,30,,10.0
286,0.125,38,,38.0
287,0.125,27,,27.0
288,0.125,35,,0.0
289,0.125,34,,4.0
290,0.125,23,,9.0
291,0.125,37,,0.0
292,0.125,44,,0.0
293,0.125,19,,0.0
294,0.125,32,,0.0
295,0.125,36,,0.0
296,0.125,41,,0.0
297,0.125,46,,1.0
298,0.125,32,,12.0
299,0.125,27,,13.0
300,0.125,23,,16.0
301,0.125,50,,0.0
302,0.125,35,,9.0
303,0.125,42,,12.0
304,0.125,21,,21.0
305,0.125,28,,21.0
306,0.125,19,,0.0
307,0.125,19,,19.0
308,0.125,37,,9.0
309,0.125,17,,17.0
310,0.125,49,,0.0
311,0.125,35,,0.0
312,0.125,30,,15.0
313,0.125,22,,15.0
314,0.125,28,,27.0
315,0.125,23,,0.0
316,0.125,28,,0.0
317,0.125,47,,24.0
318,0.125,20,,9.0
319,0.125,22,,0.0
320,0.125,34,,0.0
321,0.125,21,,1.0
322,0.125,35,,0.0
323,0.125,26,,26.0
324,0.125,19,,0.0
325,0.125,26,,0.0
326,0.125,30,,30.0
327,0.125,31,,9.0
328,0.125,34,,9.0
329,0.125,27,,0.0
330,0.125,39,,39.0
331,0.125,35,,35.0
332,0.125,32,,1.0
333,0.125,40,,24.0
334,0.125,25,,0.0
335,0.125,19,,0.0
336,0.125,27,,0.0
337,0.125,19,,0.0
338,0.125,37,,37.0
339,0.125,41,,41.0
340,0.125,33,,25.0
341,0.125,32,,0.0
342,0.125,21,,17.0
343,0.125,40,,14.0
344,0.125,32,,26.0
345,0.125,40,,1.0
346,0.125,32,,15.0
347,0.125,29,,0.0
348,0.125,27,,11.0
349,0.125,40,,2.0
350,0.125,27,,27.0
351,0.125,42,,0.0
352,0.125,22,,0.0
353,0.125,42,,30.0
354,0.125,29,,28.0
355,0.125,33,,2.0
356,0.125,13,,8.0
357,0.125,28,,0.0
358,0.125,33,,27.0
359,0.125,34,,34.0
360,0.125,9,,0.0
361,0.125,28,,0.0
362,0.125,12,,0.0
363,0.125,19,,15.0
364,0.125,26,,3.0
365,0.125,33,,6.0
366,0.125,27,,27.0
367,0.125,33,,0.0
368,0.125,33,,8.0
369,0.125,33,,1.0
370,0.125,35,,35.0
371,0.125,22,,22.0
372,0.125,16,,16.0
373,0.125,27,,0.0
374,0.125,36,,36.0
375,0.125,39,,13.0
376,0.125,46,,29.0
377,0.125,33,,2.0
378,0.125,33,,0.0
379,0.125,32,,0.0
380,0.125,27,,0.0
381,0.125,25,,0.0
382,0.125,33,,11.0
383,0.125,40,,0.0
384,0.125,33,,12.0
385,0.125,32,,8.0
386,0.125,25,,25.0
387,0.125,40,,22.0
388,0.125,17,,0.0
389,0.125,33,,0.0
390,0.125,39,,1.0
391,0.125,27,,1.0
392,0.125,23,,23.0
393,0.125,32,,32.0
394,0.125,25,,25.0
395,0.125,43,,0.0
396,0.125,30,,0.0
397,0.125,28,,0.0
398,0.125,19,,2.0
399,0.125,26,,3.0
400,0.125,32,,3.0
401,0.125,12,,0.0
402,0.125,14,,0.0
403,0.125,8,,0.0
404,0.125,27,,0.0
405,0.125,32,,0.0
406,0.125,34,,17.0
407,0.125,29,,28.0
408,0.125,23,,0.0
409,0.125,23,,23.0
410,0.125,46,,46.0
411,0.125,44,,0.0
412,0.125,29,,29.0
413,0.125,31,,5.0
414,0.125,35,,26.0
415,0.125,32,,21.0
416,0.125,32,,1.0
417,0.125,25,,25.0
418,0.125,33,,18.0
419,0.125,40,,16.0
420,0.125,26,,26.0
421,0.125,27,,0.0
422,0.125,35,,13.0
423,0.125,18,,1.0
424,0.125,22,,2.0
425,0.125,32,,0.0
426,0.125,31,,0.0
427,0.125,36,,13.0
428,0.125,24,,0.0
429,0.125,29,,9.0
430,0.125,18,,0.0
431,0.125,15,,9.0
432,0.125,23,,23.0
433,0.125,36,,3.0
434,0.125,26,,13.0
435,0.125,22,,22.0
436,0.125,28,,1.0
437,0.125,26,,0.0
438,0.125,39,,39.0
439,0.125,27,,0.0
440,0.125,13,,3.0
441,0.125,31,,31.0
442,0.125,30,,26.0
443,0.125,36,,0.0
444,0.125,39,,11.0
445,0.125,26,,24.0
446,0.125,29,,0.0
447,0.125,37,,37.0
448,0.125,29,,1.0
449,0.125,29,,1.0
450,0.125,39,,39.0
451,0.125,26,,26.0
452,0.125,23,,23.0
453,0.125,33,,17.0
454,0.125,32,,16.0
455,0.125,37,,37.0
456,0.125,30,,0.0
457,0.125,17,,1.0
458,0.125,21,,0.0
459,0.125,30,,7.0
460,0.125,33,,33.0
461,0.125,29,,1.0
462,0.125,36,,36.0
463,0.125,22,,0.0
464,0.125,34,,18.0
465,0.125,31,,0.0
466,0.125,35,,26.0
467,0.125,29,,0.0
468,0.125,14,,0.0
469,0.125,45,,2.0
470,0.125,17,,0.0
471,0.125,31,,10.0
472,0.125,39,,39.0
473,0.125,41,,24.0
474,0.125,14,,0.0
475,0.125,27,,27.0
476,0.125,32,,32.0
477,0.125,38,,10.0
478,0.125,27,,0.0
479,0.125,28,,9.0
480,0.125,36,,0.0
481,0.125,38,,29.0
482,0.125,26,,26.0
483,0.125,23,,0.0
484,0.125,18,,0.0
485,0.125,27,,10.0
486,0.125,35,,0.0
487,0.125,28,,3.0
488,0.125,25,,14.0
489,0.125,32,,0.0
490,0.125,23,,0.0
491,0.125,23,,1.0
492,0.125,34,,16.0
493,0.125,43,,37.0
494,0.125,37,,37.0
495,0.125,48,,32.0
496,0.125,39,,39.0
497,0.125,28,,0.0
498,0.125,36,,36.0
499,0.125,31,,0.0
