,lambd,p,nnz,k
336,0.125,27,,0.0
337,0.125,19,,17.0
338,0.125,37,,37.0
339,0.125,41,,41.0
340,0.125,33,,0.0
341,0.125,32,,0.0
342,0.125,21,,1.0
343,0.125,40,,10.0
344,0.125,32,,12.0
345,0.125,40,,1.0
346,0.125,32,,15.0
347,0.125,29,,0.0
348,0.125,27,,1.0
349,0.125,40,,2.0
350,0.125,27,,1.0
351,0.125,42,,0.0
352,0.125,22,,0.0
353,0.125,42,,42.0
354,0.125,29,,18.0
355,0.125,33,,0.0
356,0.125,13,,3.0
357,0.125,28,,0.0
358,0.125,33,,14.0
359,0.125,34,,1.0
360,0.125,9,,0.0
361,0.125,28,,0.0
362,0.125,12,,0.0
363,0.125,19,,15.0
364,0.125,26,,0.0
365,0.125,33,,0.0
366,0.125,27,,27.0
367,0.125,33,,0.0
368,0.125,33,,18.0
369,0.125,33,,1.0
370,0.125,35,,15.0
371,0.125,22,,22.0
372,0.125,16,,16.0
373,0.125,27,,0.0
374,0.125,36,,36.0
375,0.125,39,,23.0
376,0.125,46,,46.0
377,0.125,33,,23.0
378,0.125,33,,0.0
379,0.125,32,,30.0
380,0.125,27,,0.0
381,0.125,25,,0.0
382,0.125,33,,1.0
383,0.125,40,,0.0
384,0.125,33,,10.0
385,0.125,32,,8.0
386,0.125,25,,25.0
387,0.125,40,,19.0
388,0.125,17,,0.0
389,0.125,33,,26.0
390,0.125,39,,2.0
391,0.125,27,,3.0
392,0.125,23,,1.0
393,0.125,32,,21.0
394,0.125,25,,25.0
395,0.125,43,,0.0
396,0.125,30,,23.0
397,0.125,28,,0.0
398,0.125,19,,2.0
399,0.125,26,,24.0
400,0.125,32,,0.0
401,0.125,12,,0.0
402,0.125,14,,0.0
403,0.125,8,,0.0
404,0.125,27,,27.0
405,0.125,32,,0.0
406,0.125,34,,3.0
407,0.125,29,,26.0
408,0.125,23,,0.0
409,0.125,23,,1.0
410,0.125,46,,5.0
411,0.125,44,,0.0
412,0.125,29,,21.0
413,0.125,31,,0.0
414,0.125,35,,2.0
415,0.125,32,,15.0
416,0.125,32,,32.0
417,0.125,25,,25.0
418,0.125,33,,11.0
419,0.125,40,,28.0
420,0.125,26,,26.0
421,0.125,27,,11.0
422,0.125,35,,10.0
423,0.125,18,,1.0
424,0.125,22,,13.0
425,0.125,32,,4.0
426,0.125,31,,0.0
427,0.125,36,,0.0
428,0.125,24,,0.0
429,0.125,29,,11.0
430,0.125,18,,0.0
431,0.125,15,,8.0
432,0.125,23,,23.0
433,0.125,36,,0.0
434,0.125,26,,18.0
435,0.125,22,,22.0
436,0.125,28,,1.0
437,0.125,26,,0.0
438,0.125,39,,39.0
439,0.125,27,,0.0
440,0.125,13,,0.0
441,0.125,31,,0.0
442,0.125,30,,1.0
443,0.125,36,,0.0
444,0.125,39,,1.0
445,0.125,26,,16.0
446,0.125,29,,9.0
447,0.125,37,,31.0
448,0.125,29,,21.0
449,0.125,29,,1.0
450,0.125,39,,1.0
451,0.125,26,,1.0
452,0.125,23,,21.0
453,0.125,33,,21.0
454,0.125,32,,0.0
455,0.125,37,,1.0
456,0.125,30,,0.0
457,0.125,17,,17.0
458,0.125,21,,0.0
459,0.125,30,,9.0
460,0.125,33,,31.0
461,0.125,29,,1.0
462,0.125,36,,36.0
463,0.125,22,,0.0
464,0.125,34,,22.0
465,0.125,31,,31.0
466,0.125,35,,24.0
467,0.125,29,,0.0
468,0.125,14,,0.0
469,0.125,45,,2.0
470,0.125,17,,5.0
471,0.125,31,,13.0
472,0.125,39,,1.0
473,0.125,41,,14.0
474,0.125,14,,0.0
475,0.125,27,,24.0
476,0.125,32,,28.0
477,0.125,38,,12.0
478,0.125,27,,0.0
479,0.125,28,,12.0
480,0.125,36,,25.0
481,0.125,38,,16.0
482,0.125,26,,26.0
483,0.125,23,,0.0
484,0.125,18,,0.0
485,0.125,27,,11.0
486,0.125,35,,0.0
487,0.125,28,,0.0
488,0.125,25,,0.0
489,0.125,32,,0.0
490,0.125,23,,0.0
491,0.125,23,,1.0
492,0.125,34,,25.0
493,0.125,43,,31.0
494,0.125,37,,27.0
495,0.125,48,,42.0
496,0.125,39,,39.0
497,0.125,28,,0.0
498,0.125,36,,2.0
499,0.125,31,,0.0
