,lambd,p,k,k_mu
141,0.25,64,64,14
142,0.25,64,27,4
143,0.25,64,13,8
144,0.25,64,8,5
145,0.25,64,40,19
146,0.25,64,64,34
147,0.25,64,9,6
148,0.25,64,17,5
149,0.25,64,64,20
150,0.25,64,64,6
151,0.25,64,11,4
152,0.25,64,64,42
153,0.25,64,16,6
154,0.25,64,13,4
155,0.25,64,11,4
156,0.25,64,64,52
157,0.25,64,11,32
158,0.25,64,27,7
159,0.25,64,64,62
160,0.25,64,15,4
161,0.25,64,14,8
162,0.25,64,64,51
163,0.25,64,54,9
164,0.25,64,7,5
165,0.25,64,64,63
166,0.25,64,34,17
167,0.25,64,34,18
168,0.25,64,64,8
169,0.25,64,9,3
170,0.25,64,64,57
171,0.25,64,5,3
172,0.25,64,64,46
173,0.25,64,64,5
174,0.25,64,64,7
175,0.25,64,64,32
176,0.25,64,18,11
177,0.25,64,31,16
178,0.25,64,64,49
179,0.25,64,64,12
180,0.25,64,64,7
181,0.25,64,13,5
182,0.25,64,12,4
183,0.25,64,11,5
184,0.25,64,64,54
185,0.25,64,64,45
186,0.25,64,17,9
187,0.25,64,64,8
188,0.25,64,64,10
189,0.25,64,45,10
190,0.25,64,55,5
191,0.25,64,53,5
192,0.25,64,64,41
193,0.25,64,7,6
194,0.25,64,28,6
195,0.25,64,64,7
196,0.25,64,11,5
197,0.25,64,35,6
198,0.25,64,12,10
199,0.25,64,6,3
200,0.25,64,58,19
201,0.25,64,64,26
202,0.25,64,32,6
203,0.25,64,64,61
204,0.25,64,64,20
205,0.25,64,64,59
206,0.25,64,64,11
207,0.25,64,64,7
208,0.25,64,64,28
209,0.25,64,9,3
210,0.25,64,15,11
211,0.25,64,12,3
212,0.25,64,64,28
213,0.25,64,64,13
214,0.25,64,64,6
215,0.25,64,44,16
216,0.25,64,64,54
217,0.25,64,64,20
218,0.25,64,64,63
219,0.25,64,19,4
220,0.25,64,64,64
221,0.25,64,16,6
222,0.25,64,63,28
223,0.25,64,18,6
224,0.25,64,7,3
225,0.25,64,64,5
226,0.25,64,64,57
227,0.25,64,64,43
228,0.25,64,20,6
229,0.25,64,27,3
230,0.25,64,64,17
231,0.25,64,20,12
232,0.25,64,5,3
233,0.25,64,26,8
234,0.25,64,64,62
235,0.25,64,64,43
236,0.25,64,64,34
237,0.25,64,23,19
238,0.25,64,10,4
239,0.25,64,64,34
240,0.25,64,40,2
241,0.25,64,64,16
242,0.25,64,64,15
243,0.25,64,62,12
244,0.25,64,55,19
245,0.25,64,64,59
246,0.25,64,64,13
247,0.25,64,64,16
248,0.25,64,21,10
249,0.25,64,36,6
