,lambd,p,k,k_mu
185,0.375,24,9,0
186,0.375,17,9,0
187,0.375,25,8,4
188,0.375,18,0,0
189,0.375,35,35,9
190,0.375,37,0,0
191,0.375,20,13,6
192,0.375,27,27,19
193,0.375,20,20,6
194,0.375,26,0,0
195,0.375,29,29,8
196,0.375,28,28,27
197,0.375,31,31,18
198,0.375,30,30,26
199,0.375,28,28,13
200,0.375,22,22,22
201,0.375,27,27,13
202,0.375,35,35,17
203,0.375,29,7,11
204,0.375,20,20,7
205,0.375,48,48,3
206,0.375,33,33,26
207,0.375,17,17,3
208,0.375,42,10,0
209,0.375,33,33,11
210,0.375,34,34,3
211,0.375,39,20,11
212,0.375,33,33,29
213,0.375,27,27,26
214,0.375,12,12,2
215,0.375,26,0,0
216,0.375,38,38,17
217,0.375,28,28,3
218,0.375,31,26,19
219,0.375,27,27,27
220,0.375,49,0,12
221,0.375,32,32,29
222,0.375,16,16,9
223,0.375,42,42,20
224,0.375,24,24,17
225,0.375,34,34,21
226,0.375,34,13,7
227,0.375,18,18,2
228,0.375,36,36,30
229,0.375,26,26,11
230,0.375,23,8,0
231,0.375,36,36,18
232,0.375,28,0,28
233,0.375,27,0,0
234,0.375,31,6,4
235,0.375,28,16,0
236,0.375,25,18,0
237,0.375,29,7,0
238,0.375,28,11,0
239,0.375,34,34,10
240,0.375,43,34,13
241,0.375,30,20,4
242,0.375,28,28,13
243,0.375,27,27,8
244,0.375,31,31,26
245,0.375,35,19,0
246,0.375,29,29,16
247,0.375,37,36,9
248,0.375,25,25,11
249,0.375,33,33,14
