,lambd,p,k,k_mu
98,0.125,64,64,13
99,0.125,64,57,45
100,0.125,64,64,32
101,0.125,64,14,11
102,0.125,64,31,23
103,0.125,64,14,10
104,0.125,64,62,36
105,0.125,64,25,18
106,0.125,64,63,18
107,0.125,64,64,64
108,0.125,64,17,8
109,0.125,64,13,7
110,0.125,64,64,17
111,0.125,64,33,10
112,0.125,64,64,9
113,0.125,64,64,37
114,0.125,64,64,44
115,0.125,64,64,7
116,0.125,64,37,21
117,0.125,64,64,16
118,0.125,64,30,23
119,0.125,64,64,40
120,0.125,64,64,64
121,0.125,64,58,21
122,0.125,64,27,22
123,0.125,64,16,14
124,0.125,64,46,10
125,0.125,64,64,49
126,0.125,64,64,38
127,0.125,64,64,49
128,0.125,64,61,41
129,0.125,64,64,31
130,0.125,64,64,56
131,0.125,64,64,49
132,0.125,64,64,64
133,0.125,64,64,36
134,0.125,64,64,14
135,0.125,64,64,39
136,0.125,64,64,25
137,0.125,64,31,12
138,0.125,64,64,35
139,0.125,64,9,7
140,0.125,64,44,14
141,0.125,64,60,33
142,0.125,64,13,12
143,0.125,64,12,10
144,0.125,64,28,19
145,0.125,64,43,13
146,0.125,64,64,61
147,0.125,64,22,12
148,0.125,64,45,24
149,0.125,64,62,33
150,0.125,64,64,48
151,0.125,64,20,14
152,0.125,64,59,38
153,0.125,64,12,7
154,0.125,64,17,11
155,0.125,64,16,14
156,0.125,64,64,22
157,0.125,64,35,15
158,0.125,64,56,8
159,0.125,64,64,60
160,0.125,64,48,15
161,0.125,64,22,16
162,0.125,64,64,58
163,0.125,64,59,37
164,0.125,64,11,8
165,0.125,64,64,46
166,0.125,64,59,26
167,0.125,64,64,56
168,0.125,64,64,64
169,0.125,64,12,9
170,0.125,64,64,17
171,0.125,64,12,7
172,0.125,64,64,48
173,0.125,64,64,59
174,0.125,64,64,14
175,0.125,64,64,20
176,0.125,64,21,15
177,0.125,64,64,11
178,0.125,64,64,64
179,0.125,64,64,40
180,0.125,64,64,51
181,0.125,64,51,32
182,0.125,64,10,6
183,0.125,64,10,6
184,0.125,64,62,40
185,0.125,64,64,55
186,0.125,64,14,10
187,0.125,64,64,26
188,0.125,64,64,18
189,0.125,64,42,27
190,0.125,64,64,18
191,0.125,64,64,25
192,0.125,64,64,46
193,0.125,64,33,14
194,0.125,64,64,17
195,0.125,64,64,60
196,0.125,64,36,23
197,0.125,64,64,59
198,0.125,64,16,14
199,0.125,64,19,17
200,0.125,64,64,49
201,0.125,64,64,44
202,0.125,64,15,9
203,0.125,64,64,24
204,0.125,64,64,64
205,0.125,64,64,41
206,0.125,64,64,53
207,0.125,64,64,46
208,0.125,64,49,33
209,0.125,64,18,16
210,0.125,64,18,11
211,0.125,64,12,8
212,0.125,64,64,63
213,0.125,64,38,22
214,0.125,64,64,27
215,0.125,64,64,45
216,0.125,64,64,42
217,0.125,64,64,34
218,0.125,64,64,16
219,0.125,64,19,18
220,0.125,64,64,62
221,0.125,64,46,30
222,0.125,64,64,59
223,0.125,64,17,9
224,0.125,64,16,9
225,0.125,64,25,15
226,0.125,64,64,49
227,0.125,64,64,44
228,0.125,64,28,10
229,0.125,64,34,18
230,0.125,64,64,61
231,0.125,64,30,17
232,0.125,64,16,11
233,0.125,64,64,13
234,0.125,64,64,21
235,0.125,64,64,48
236,0.125,64,64,39
237,0.125,64,16,9
238,0.125,64,14,10
239,0.125,64,45,19
240,0.125,64,28,14
241,0.125,64,64,62
242,0.125,64,64,32
243,0.125,64,64,28
244,0.125,64,54,32
245,0.125,64,64,62
246,0.125,64,46,23
247,0.125,64,64,34
248,0.125,64,15,10
249,0.125,64,25,13
