,lambd,p,k,k_mu
108,0.25,64,20,16
109,0.25,64,43,5
110,0.25,64,41,7
111,0.25,64,43,14
112,0.25,64,22,7
113,0.25,64,64,44
114,0.25,64,64,20
115,0.25,64,64,44
116,0.25,64,49,30
117,0.25,64,41,17
118,0.25,64,19,7
119,0.25,64,64,50
120,0.25,64,64,59
121,0.25,64,64,20
122,0.25,64,64,18
123,0.25,64,64,60
124,0.25,64,18,5
125,0.25,64,64,52
126,0.25,64,64,43
127,0.25,64,29,15
128,0.25,64,16,6
129,0.25,64,64,56
130,0.25,64,64,61
131,0.25,64,27,11
132,0.25,64,20,9
133,0.25,64,64,18
134,0.25,64,64,28
135,0.25,64,64,24
136,0.25,64,64,28
137,0.25,64,16,10
138,0.25,64,26,15
139,0.25,64,16,3
140,0.25,64,31,21
141,0.25,64,64,63
142,0.25,64,10,7
143,0.25,64,14,5
144,0.25,64,9,4
145,0.25,64,64,64
146,0.25,64,64,44
147,0.25,64,13,6
148,0.25,64,29,14
149,0.25,64,64,33
150,0.25,64,64,44
151,0.25,64,10,6
152,0.25,64,64,19
153,0.25,64,13,10
154,0.25,64,64,52
155,0.25,64,38,8
156,0.25,64,15,7
157,0.25,64,15,6
158,0.25,64,13,10
159,0.25,64,64,43
160,0.25,64,9,5
161,0.25,64,19,18
162,0.25,64,64,6
163,0.25,64,64,48
164,0.25,64,13,4
165,0.25,64,64,43
166,0.25,64,37,8
167,0.25,64,64,52
168,0.25,64,62,20
169,0.25,64,10,5
170,0.25,64,64,15
171,0.25,64,7,5
172,0.25,64,11,3
173,0.25,64,64,19
174,0.25,64,34,6
175,0.25,64,64,43
176,0.25,64,13,7
177,0.25,64,64,9
178,0.25,64,64,52
179,0.25,64,44,33
180,0.25,64,64,46
181,0.25,64,14,8
182,0.25,64,5,3
183,0.25,64,21,6
184,0.25,64,30,8
185,0.25,64,64,60
186,0.25,64,15,7
187,0.25,64,38,32
188,0.25,64,18,7
189,0.25,64,29,27
190,0.25,64,35,7
191,0.25,64,27,6
192,0.25,64,59,26
193,0.25,64,64,54
194,0.25,64,16,5
195,0.25,64,64,10
196,0.25,64,13,5
197,0.25,64,36,14
198,0.25,64,9,6
199,0.25,64,20,7
200,0.25,64,46,39
201,0.25,64,64,44
202,0.25,64,38,28
203,0.25,64,64,58
204,0.25,64,35,22
205,0.25,64,60,24
206,0.25,64,24,19
207,0.25,64,64,10
208,0.25,64,49,6
209,0.25,64,9,7
210,0.25,64,51,8
211,0.25,64,11,4
212,0.25,64,64,38
213,0.25,64,64,11
214,0.25,64,42,24
215,0.25,64,28,18
216,0.25,64,64,57
217,0.25,64,40,40
218,0.25,64,64,24
219,0.25,64,26,6
220,0.25,64,64,30
221,0.25,64,20,7
222,0.25,64,64,23
223,0.25,64,14,5
224,0.25,64,8,4
225,0.25,64,64,7
226,0.25,64,64,24
227,0.25,64,64,27
228,0.25,64,21,10
229,0.25,64,14,11
230,0.25,64,64,58
231,0.25,64,35,10
232,0.25,64,16,7
233,0.25,64,47,24
234,0.25,64,64,60
235,0.25,64,49,8
236,0.25,64,44,10
237,0.25,64,64,6
238,0.25,64,11,4
239,0.25,64,64,34
240,0.25,64,64,36
241,0.25,64,64,48
242,0.25,64,17,7
243,0.25,64,32,9
244,0.25,64,27,4
245,0.25,64,64,55
246,0.25,64,24,7
247,0.25,64,64,42
248,0.25,64,12,4
249,0.25,64,13,6
