,lambd,p,k,k_mu
86,0.375,64,29,12
87,0.375,64,15,8
88,0.375,64,15,4
89,0.375,64,64,45
90,0.375,64,64,30
91,0.375,64,62,2
92,0.375,64,14,5
93,0.375,64,64,61
94,0.375,64,64,15
95,0.375,64,42,17
96,0.375,64,41,4
97,0.375,64,19,3
98,0.375,64,37,16
99,0.375,64,64,29
100,0.375,64,64,56
101,0.375,64,16,5
102,0.375,64,64,55
103,0.375,64,41,7
104,0.375,64,64,28
105,0.375,64,15,11
106,0.375,64,47,7
107,0.375,64,64,64
108,0.375,64,28,7
109,0.375,64,8,2
110,0.375,64,64,12
111,0.375,64,20,6
112,0.375,64,47,6
113,0.375,64,64,4
114,0.375,64,64,30
115,0.375,64,50,8
116,0.375,64,25,8
117,0.375,64,64,10
118,0.375,64,27,10
119,0.375,64,64,24
120,0.375,64,64,55
121,0.375,64,64,57
122,0.375,64,25,7
123,0.375,64,64,41
124,0.375,64,46,3
125,0.375,64,43,8
126,0.375,64,20,11
127,0.375,64,64,60
128,0.375,64,45,5
129,0.375,64,64,62
130,0.375,64,64,55
131,0.375,64,64,3
132,0.375,64,64,47
133,0.375,64,64,64
134,0.375,64,62,6
135,0.375,64,64,20
136,0.375,64,64,25
137,0.375,64,31,4
138,0.375,64,64,32
139,0.375,64,10,3
140,0.375,64,47,5
141,0.375,64,64,24
142,0.375,64,30,4
143,0.375,64,14,10
144,0.375,64,28,3
145,0.375,64,55,8
146,0.375,64,64,58
147,0.375,64,17,4
148,0.375,64,31,24
149,0.375,64,64,16
150,0.375,64,64,11
151,0.375,64,14,10
152,0.375,64,64,27
153,0.375,64,19,3
154,0.375,64,39,11
155,0.375,64,45,8
156,0.375,64,64,13
157,0.375,64,23,61
158,0.375,64,31,7
159,0.375,64,64,54
160,0.375,64,20,7
161,0.375,64,23,3
162,0.375,64,64,56
163,0.375,64,64,42
164,0.375,64,10,6
165,0.375,64,64,7
166,0.375,64,61,20
167,0.375,64,64,19
168,0.375,64,24,4
169,0.375,64,13,3
170,0.375,64,64,59
171,0.375,64,16,2
172,0.375,64,64,54
173,0.375,64,64,62
174,0.375,64,49,11
175,0.375,64,64,35
176,0.375,64,20,13
177,0.375,64,42,11
178,0.375,64,64,33
179,0.375,64,64,57
180,0.375,64,64,23
181,0.375,64,28,8
182,0.375,64,12,2
183,0.375,64,10,2
184,0.375,64,64,51
185,0.375,64,64,58
186,0.375,64,19,10
187,0.375,64,64,17
188,0.375,64,64,36
189,0.375,64,26,9
190,0.375,64,62,4
191,0.375,64,35,10
192,0.375,64,64,57
193,0.375,64,57,52
194,0.375,64,33,8
195,0.375,64,64,40
196,0.375,64,22,56
197,0.375,64,49,5
198,0.375,64,17,6
199,0.375,64,17,10
200,0.375,64,54,6
201,0.375,64,64,64
202,0.375,64,38,4
203,0.375,64,64,62
204,0.375,64,64,62
205,0.375,64,64,47
206,0.375,64,25,3
207,0.375,64,64,58
208,0.375,64,64,11
209,0.375,64,19,3
210,0.375,64,14,3
211,0.375,64,13,8
212,0.375,64,64,32
213,0.375,64,64,46
214,0.375,64,64,17
215,0.375,64,58,14
216,0.375,64,64,49
217,0.375,64,64,40
218,0.375,64,64,12
219,0.375,64,30,17
220,0.375,64,64,62
221,0.375,64,38,20
222,0.375,64,64,53
223,0.375,64,10,2
224,0.375,64,16,8
225,0.375,64,25,24
226,0.375,64,64,39
227,0.375,64,64,64
228,0.375,64,22,4
229,0.375,64,33,4
230,0.375,64,64,52
231,0.375,64,13,4
232,0.375,64,32,2
233,0.375,64,22,5
234,0.375,64,64,58
235,0.375,64,64,55
236,0.375,64,64,60
237,0.375,64,64,51
238,0.375,64,17,6
239,0.375,64,64,19
240,0.375,64,64,38
241,0.375,64,64,46
242,0.375,64,64,18
243,0.375,64,39,6
244,0.375,64,23,4
245,0.375,64,64,53
246,0.375,64,59,20
247,0.375,64,64,32
248,0.375,64,13,2
249,0.375,64,40,3
