,lambd,p,k,k_mu
89,0.125,64,64,15
90,0.125,64,15,13
91,0.125,64,19,12
92,0.125,64,37,15
93,0.125,64,36,22
94,0.125,64,64,40
95,0.125,64,59,20
96,0.125,64,64,15
97,0.125,64,18,16
98,0.125,64,57,38
99,0.125,64,60,12
100,0.125,64,64,13
101,0.125,64,24,13
102,0.125,64,64,62
103,0.125,64,18,8
104,0.125,64,54,32
105,0.125,64,26,24
106,0.125,64,37,25
107,0.125,64,64,63
108,0.125,64,20,14
109,0.125,64,37,19
110,0.125,64,13,9
111,0.125,64,64,28
112,0.125,64,18,14
113,0.125,64,64,44
114,0.125,64,64,63
115,0.125,64,64,47
116,0.125,64,27,19
117,0.125,64,19,10
118,0.125,64,45,28
119,0.125,64,64,64
120,0.125,64,64,43
121,0.125,64,64,39
122,0.125,64,64,21
123,0.125,64,64,64
124,0.125,64,28,19
125,0.125,64,27,23
126,0.125,64,64,48
127,0.125,64,64,30
128,0.125,64,38,32
129,0.125,64,64,39
130,0.125,64,64,30
131,0.125,64,43,40
132,0.125,64,21,14
133,0.125,64,64,44
134,0.125,64,64,63
135,0.125,64,64,45
136,0.125,64,54,24
137,0.125,64,18,15
138,0.125,64,34,20
139,0.125,64,16,11
140,0.125,64,44,25
141,0.125,64,64,36
142,0.125,64,15,13
143,0.125,64,17,14
144,0.125,64,27,23
145,0.125,64,31,15
146,0.125,64,64,50
147,0.125,64,11,9
148,0.125,64,33,24
149,0.125,64,64,50
150,0.125,64,64,41
151,0.125,64,17,14
152,0.125,64,64,41
153,0.125,64,11,10
154,0.125,64,44,13
155,0.125,64,48,7
156,0.125,64,29,16
157,0.125,64,15,32
158,0.125,64,23,12
159,0.125,64,64,53
160,0.125,64,13,12
161,0.125,64,43,17
162,0.125,64,64,50
163,0.125,64,56,40
164,0.125,64,10,7
165,0.125,64,64,41
166,0.125,64,48,34
167,0.125,64,64,36
168,0.125,64,49,42
169,0.125,64,9,5
170,0.125,64,64,51
171,0.125,64,8,7
172,0.125,64,30,23
173,0.125,64,64,25
174,0.125,64,29,10
175,0.125,64,64,26
176,0.125,64,13,11
177,0.125,64,64,14
178,0.125,64,64,16
179,0.125,64,31,11
180,0.125,64,64,16
181,0.125,64,26,15
182,0.125,64,12,11
183,0.125,64,19,12
184,0.125,64,62,37
185,0.125,64,64,26
186,0.125,64,16,11
187,0.125,64,64,44
188,0.125,64,37,19
189,0.125,64,18,13
190,0.125,64,48,27
191,0.125,64,32,18
192,0.125,64,64,29
193,0.125,64,15,12
194,0.125,64,17,12
195,0.125,64,53,26
196,0.125,64,13,11
197,0.125,64,16,9
198,0.125,64,13,10
199,0.125,64,28,17
200,0.125,64,48,27
201,0.125,64,64,50
202,0.125,64,32,16
203,0.125,64,64,61
204,0.125,64,57,49
205,0.125,64,64,40
206,0.125,64,30,25
207,0.125,64,64,53
208,0.125,64,57,35
209,0.125,64,28,0
210,0.125,64,32,12
211,0.125,64,15,14
212,0.125,64,64,40
213,0.125,64,9,15
214,0.125,64,64,53
215,0.125,64,34,22
216,0.125,64,64,30
217,0.125,64,26,19
218,0.125,64,38,17
219,0.125,64,32,19
220,0.125,64,64,50
221,0.125,64,39,29
222,0.125,64,64,42
223,0.125,64,18,11
224,0.125,64,9,7
225,0.125,64,64,55
226,0.125,64,64,53
227,0.125,64,64,43
228,0.125,64,19,11
229,0.125,64,27,19
230,0.125,64,64,48
231,0.125,64,44,13
232,0.125,64,25,15
233,0.125,64,64,50
234,0.125,64,64,23
235,0.125,64,64,40
236,0.125,64,37,21
237,0.125,64,23,17
238,0.125,64,15,12
239,0.125,64,64,58
240,0.125,64,64,52
241,0.125,64,64,41
242,0.125,64,36,9
243,0.125,64,56,19
244,0.125,64,31,13
245,0.125,64,64,62
246,0.125,64,32,20
247,0.125,64,64,29
248,0.125,64,14,9
249,0.125,64,32,16
