,lambd,p,k,k_mu
199,0.25,64,20,9
200,0.25,64,61,44
201,0.25,64,64,35
202,0.25,64,34,29
203,0.25,64,64,54
204,0.25,64,52,8
205,0.25,64,55,32
206,0.25,64,36,15
207,0.25,64,64,23
208,0.25,64,64,7
209,0.25,64,11,9
210,0.25,64,35,33
211,0.25,64,14,10
212,0.25,64,64,49
213,0.25,64,64,17
214,0.25,64,46,24
215,0.25,64,31,16
216,0.25,64,64,30
217,0.25,64,62,40
218,0.25,64,64,24
219,0.25,64,28,6
220,0.25,64,64,59
221,0.25,64,15,7
222,0.25,64,64,15
223,0.25,64,14,4
224,0.25,64,8,4
225,0.25,64,64,8
226,0.25,64,64,21
227,0.25,64,64,27
228,0.25,64,22,10
229,0.25,64,15,11
230,0.25,64,64,60
231,0.25,64,44,10
232,0.25,64,17,7
233,0.25,64,64,22
234,0.25,64,64,64
235,0.25,64,64,7
236,0.25,64,64,19
237,0.25,64,64,42
238,0.25,64,11,4
239,0.25,64,64,29
240,0.25,64,64,14
241,0.25,64,64,38
242,0.25,64,17,6
243,0.25,64,33,11
244,0.25,64,27,5
245,0.25,64,64,59
246,0.25,64,24,7
247,0.25,64,64,42
248,0.25,64,12,4
249,0.25,64,13,6
