,lambd,p,k,k_mu
156,0.25,64,23,10
157,0.25,64,19,6
158,0.25,64,12,10
159,0.25,64,64,58
160,0.25,64,17,6
161,0.25,64,14,7
162,0.25,64,64,7
163,0.25,64,46,19
164,0.25,64,8,5
165,0.25,64,64,60
166,0.25,64,32,17
167,0.25,64,64,61
168,0.25,64,61,13
169,0.25,64,9,6
170,0.25,64,64,40
171,0.25,64,6,2
172,0.25,64,52,15
173,0.25,64,64,10
174,0.25,64,62,44
175,0.25,64,64,14
176,0.25,64,11,8
177,0.25,64,63,16
178,0.25,64,64,12
179,0.25,64,30,16
180,0.25,64,64,50
181,0.25,64,24,7
182,0.25,64,6,2
183,0.25,64,20,6
184,0.25,64,29,8
185,0.25,64,64,46
186,0.25,64,12,7
187,0.25,64,64,50
188,0.25,64,19,13
189,0.25,64,23,11
190,0.25,64,42,21
191,0.25,64,20,12
192,0.25,64,64,15
193,0.25,64,64,18
194,0.25,64,21,9
195,0.25,64,45,10
196,0.25,64,29,20
197,0.25,64,34,10
198,0.25,64,12,6
199,0.25,64,19,16
200,0.25,64,59,8
201,0.25,64,44,24
202,0.25,64,29,17
203,0.25,64,64,44
204,0.25,64,40,20
205,0.25,64,27,20
206,0.25,64,30,6
207,0.25,64,64,53
208,0.25,64,64,43
209,0.25,64,16,10
210,0.25,64,59,14
211,0.25,64,26,6
212,0.25,64,64,45
213,0.25,64,64,18
214,0.25,64,51,28
215,0.25,64,15,10
216,0.25,64,64,64
217,0.25,64,27,13
218,0.25,64,64,9
219,0.25,64,21,16
220,0.25,64,64,30
221,0.25,64,21,17
222,0.25,64,64,57
223,0.25,64,25,12
224,0.25,64,6,4
225,0.25,64,64,25
226,0.25,64,64,13
227,0.25,64,64,20
228,0.25,64,19,6
229,0.25,64,19,3
230,0.25,64,64,63
231,0.25,64,49,13
232,0.25,64,17,7
233,0.25,64,64,8
234,0.25,64,64,59
235,0.25,64,64,57
236,0.25,64,64,25
237,0.25,64,64,59
238,0.25,64,14,8
239,0.25,64,64,9
240,0.25,64,64,15
241,0.25,64,64,34
242,0.25,64,31,12
243,0.25,64,31,11
244,0.25,64,42,14
245,0.25,64,64,16
246,0.25,64,27,20
247,0.25,64,64,59
248,0.25,64,19,6
249,0.25,64,20,7
